pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
815.780000,322.070000,860.680000,307.330000,941.830000,207.480000,926.310000,337.830000,982.390000,449.090000
815.290000,319.410000,860.980000,306.240000,943.890000,207.880000,926.590000,338.160000,982.160000,449.300000
814.990000,316.950000,861.020000,305.160000,945.890000,208.330000,926.880000,338.410000,981.950000,449.690000
814.850000,314.280000,860.970000,303.960000,947.920000,209.010000,927.020000,338.760000,981.790000,449.860000
814.810000,311.620000,860.990000,302.800000,949.890000,209.520000,927.220000,338.860000,981.590000,450.010000
814.840000,308.900000,860.970000,301.670000,951.950000,209.950000,927.580000,338.960000,981.340000,450.180000
814.720000,306.180000,860.980000,300.160000,953.950000,210.600000,927.950000,339.090000,981.150000,450.390000
814.780000,303.540000,860.930000,298.660000,955.950000,211.170000,928.080000,339.300000,980.940000,450.900000
814.810000,300.720000,860.810000,296.850000,958.000000,211.600000,928.500000,339.320000,980.780000,451.060000
815.010000,297.960000,860.720000,295.030000,959.990000,212.210000,928.860000,339.760000,980.550000,451.250000
815.230000,295.080000,860.740000,293.550000,962.010000,212.830000,929.030000,339.970000,980.290000,451.450000
815.540000,292.320000,860.730000,292.310000,963.970000,213.550000,929.260000,340.210000,980.100000,451.860000
815.960000,289.540000,860.780000,291.000000,965.930000,214.210000,929.480000,340.550000,979.940000,452.050000
816.350000,286.810000,860.870000,289.750000,967.920000,214.990000,929.930000,340.860000,979.730000,452.340000
816.940000,283.990000,860.880000,288.000000,969.780000,215.730000,930.150000,341.130000,979.460000,452.850000
817.470000,281.160000,860.880000,286.110000,971.740000,216.240000,930.400000,341.350000,979.180000,453.040000
818.110000,278.370000,860.930000,284.270000,973.790000,217.030000,930.810000,341.810000,978.990000,453.260000
818.840000,275.560000,860.990000,282.590000,975.790000,217.810000,930.980000,342.060000,978.780000,453.550000
819.590000,272.760000,861.130000,281.110000,977.470000,218.580000,931.110000,342.320000,978.540000,453.980000
820.350000,269.950000,864.107483,281.387451,978.960000,219.370000,931.490000,342.820000,978.260000,454.210000
821.200000,267.080000,864.870000,279.800000,980.870000,220.150000,931.890000,343.030000,978.050000,454.510000
822.220000,264.250000,865.490000,278.190000,982.650000,221.240000,932.070000,343.240000,977.810000,454.950000
823.240000,261.390000,865.730000,276.630000,984.070000,221.990000,932.250000,343.490000,977.540000,455.220000
824.280000,258.460000,865.970000,274.770000,985.930000,223.010000,932.630000,343.940000,977.200000,455.730000
825.400000,255.660000,866.130000,272.950000,987.680000,223.810000,932.910000,344.230000,977.010000,455.980000
826.680000,252.870000,866.570000,271.040000,989.020000,224.780000,933.190000,344.610000,976.780000,456.220000
827.900000,249.990000,867.160000,269.190000,990.240000,225.540000,933.270000,345.010000,976.450000,456.570000
829.240000,247.170000,867.870000,267.290000,991.560000,226.400000,933.700000,345.260000,976.090000,456.980000
830.560000,244.390000,868.023396,266.038044,993.310000,227.230000,934.020000,345.740000,975.810000,457.240000
832.030000,241.520000,868.830000,264.540000,995.110000,228.350000,934.180000,346.000000,975.470000,457.710000
833.580000,238.580000,869.790000,262.670000,996.860000,229.160000,934.370000,346.270000,975.130000,457.930000
835.010000,235.780000,870.520000,260.750000,998.450000,230.280000,934.760000,346.700000,974.880000,458.150000
836.580000,233.080000,871.130000,258.690000,999.780000,231.090000,934.940000,346.940000,974.530000,458.500000
838.160000,230.300000,871.850000,256.740000,1000.960000,232.170000,935.130000,347.200000,974.130000,458.880000
839.840000,227.340000,872.620000,254.780000,1002.190000,232.940000,935.360000,347.510000,973.870000,459.060000
